"Property_Number","Property_NAme","Post_Code","Polling_Place_Name","Polling_Place_Address_1","Polling_Place_Address_2","Polling_Place_Address_3","Polling_Place_Address_4","Polling_Place_Postcode"
"0","Bodena","EN5 3LN","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Bohun Lodge","EN4 9JH","Trent CE Primary School","Church Way","Off Chalk Lane","Cockfosters","Herts","EN4 9JH"
"0","Bolden Court","HA8 9YD","Watling Community Association","145 Orange Hill Road","Edgware","Middlesex","","HA8 0TR"
"0","Bonar House, 157A","N2 0LY","Bishop Douglass RC High School","Hamilton Road","East Finchley","London","","N2 0SQ"
"0","Bonnyes","EN5 5QG","St Marks Church Hall","Potters Road","New Barnet","Herts","","EN5 5HY"
"0","Bookbinders Cottage Homes","N20 0SS","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"0","Bouchier House","N2 8NH","The Green Man Community Centre","Strawberry Vale","Finchley","London","","N2 9BA"
"0","Boundary Ash","NW7 4HS","The Pavilion","Brickfield Lane","Barnet","Herts","","EN5 3LD"
"0","Boundary Court","N11 1JG","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"0","Boundary House","NW11 7JB","St Edward the Confessor","Church Hall","Hoop Lane","London","","NW11 7NH"
"0","Bowen Court","HA8 8FT","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"0","Bowles Court","N12 0PN","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"0","Box House","NW7 4EU","Etz Chaim Jewish Primary School","20 Daws Lane","Mill Hill","London","","NW7 4SL"
"0","Brabourne Heights","NW7 4NU","Etz Chaim Jewish Primary School","20 Daws Lane","Mill Hill","London","","NW7 4SL"
"0","Brackenbank","EN5 3JD","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Brackenwood Lodge","EN5 5AQ","St Marks Church Hall","Potters Road","New Barnet","Herts","","EN5 5HY"
"0","Bradden Lodge","N20 8EA","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","Braddon Court","EN5 4EP","Chipping Barnet Library","The Hyde Room","3 Stapylton Road","Barnet","Herts","EN5 4QT"
"0","Bradman Row","HA8 9YS","Watling Community Association","145 Orange Hill Road","Edgware","Middlesex","","HA8 0TR"
"0","Braemar","HA8 7PE","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"0","Braeside","NW7 4DB","St Pauls Church Hall","The Ridgeway","Mill Hill","London","","NW7 1QU"
"0","Brambles","EN5 3JZ","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Brampton","N2 0BD","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"0","Brampton Court","NW4 4AJ","Hendon School","Green Lane entrance","Hendon","London","","NW4 2HP"
"0","Brandsby","EN5 2TH","Hope Corner Community Centre","185 Mays Lane","Barnet","Herts","","EN5 2DY"
"0","Brantwood House","NW7 4NS","Etz Chaim Jewish Primary School","20 Daws Lane","Mill Hill","London","","NW7 4SL"
"0","Brearley Close","HA8 9YT","Watling Community Association","145 Orange Hill Road","Edgware","Middlesex","","HA8 0TR"
"0","Brecon House","N20 8PJ","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","Bredon Court","HA8 8AH","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"0","Brendon","N3 1YB","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"0","Brendon","NW2 2NY","St Agnes Centre","Corner of Gillingham Road","Cricklewood","London","","NW2 IHR"
"0","Brendon Court","N20 0TB","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"0","Brent Cottage","NW9 7AN","West Hendon Community Centre","Marsh Drive","West Hendon","London","","NW9 7QE"
"0","Brent Farm Cottage","NW2 1TP","Claremont Primary School","Claremont Road","Cricklewood","London","","NW2 1AB"
"0","Brent Lodge Farm","EN5 2AE","The Pavilion","Brickfield Lane","Barnet","Herts","","EN5 3LD"
"0","Brent Mansions","NW4 2HJ","Hendon School","Green Lane entrance","Hendon","London","","NW4 2HP"
"0","Brent View House","NW11 9LE","Hendon School","Green Lane entrance","Hendon","London","","NW4 2HP"
"0","Brentfield Gardens","NW2 1JP","Menorah Primary School","1-3 The Drive","Golders Green","London","","NW11 9SP"
"0","Brenthurst","EN5 3LW","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Brentmead House","N12 9RS","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"0","Brentwood","N12 7PH","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"0","Brentwood Lodge","NW4 2LY","Hendon School","Green Lane entrance","Hendon","London","","NW4 2HP"
"0","Brian Court","N10 2LU","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"0","Briardale","HA8 9ST","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"0","Bridford House","N3 1LH","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"0","Bridge Way","N11 1DA","Portable Office - In the Car Park","Brunswick Park Road","Southgate","London","","N11"
"0","Brierley House","EN5 3LW","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Brinkwood","EN5 5NX","St Marks Church Hall","Potters Road","New Barnet","Herts","","EN5 5HY"
"0","Brinsdale Park","NW4 1TB","Bell Lane School","Bell Lane","Hendon","London","","NW4 2AS"
"0","Brisbane Court","N10 2NP","Freehold Community Centre","9 Alexandra Road","Muswell Hill","London","","N10 2EY"
"0","Bro-Nevez","N2 0TX","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"0","Broad Eaves","EN5 3LN","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Broadfield Court","HA8 8TQ","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"0","Broadfields Heights","HA8 8PF","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"0","Broadfields Parade","HA8 8TD","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"0","Broadway House","NW7 3LJ","Mill Hill Library","Hartley Avenue","Mill Hill","London","","NW7 2HX"
"0","Broadway Mansions","NW7 3TH","Mill Hill Library","Hartley Avenue","Mill Hill","London","","NW7 2HX"
"0","BROCK","NW9 5NL","Grahame Park Community Centre","The Concourse","Grahame Park","London","","NW9 5UY"
"0","Brocket","EN5 3JX","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Brockley Grange","HA7 4LW","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"0","Brockley House","HA7 4LU","New Stonegrove Community Centre","5 Hayling Way/Green Lane","Edgware","","","HA8 8BN"
"0","Brook Court","HA8 9UY","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"0","Brook Lodge","HA8 9XD","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"0","Brook Lodge","NW11 9LG","Hendon School","Green Lane entrance","Hendon","London","","NW4 2HP"
"0","Brookdene","N12 7DR","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"0","Brookfield Court","N12 8TW","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"0","Brookhill Court","EN4 8HQ","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"0","Brookland Primary School","NW11 6EJ","Brookland Infants School","Hill Top","Hampstead Garden Suburb","London","","NW11 6EJ"
"0","Brookside","HA8 8NR","Edgware Parish Church Hall","Rectory Lane","Edgware","","","HA8 7LG"
"0","Brookside","N3 3SN","Chalgrove School","Chalgrove Gardens","Finchley","London","","N3 3PL"
"0","Brookside House","HA8 8YD","Portable Office - Harvester Car Park","Harvester Car Park","Selvage Lane","Edgware","Middx","HA8 9RZ"
"0","Brookside Mansions","EN4 9RE","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"0","Brookwell","EN5 5NP","St Marks Church Hall","Potters Road","New Barnet","Herts","","EN5 5HY"
"0","Brown Leaves","NW7 2RS","Dollis Infants School","Pursley Road","Mill Hill","London","","NW7 2BU"
"0","Brownlow Court","N2 0EA","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"0","Brunswick Court","EN4 8BQ","New Barnet Community Centre","48/50 Victoria Road","New Barnet","Herts","","EN4 9PF"
"0","Brunswick House","N3 1DD","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"0","Brynbank Lodge","EN5 3HW","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Buckingham Court","NW4 4TD","Sunnyfields School","Greyhound Hill","Hendon","London","","NW4 4JH"
"0","Bunkers Dip","N2 0QR","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"0","Burford","EN5 4NF","Q.E. Boys School","Queens Road","Barnet","Herts","","EN5 4DQ"
"0","Burlington Parade","NW2 6QW","Trading Hut","R/O 22/23 Needham Terrace","Cricklewood","London","","NW2 6QL"
"0","Burnham Court","NW4 2RE","Bell Lane School","Bell Lane","Hendon","London","","NW4 2AS"
"0","Burnham Court","NW4 2RF","Bell Lane School","Bell Lane","Hendon","London","","NW4 2AS"
"0","Burnside","NW7 1AJ","St Pauls Church Hall","The Ridgeway","Mill Hill","London","","NW7 1QU"
"0","Burroughs Parade","NW4 4BD","St Mary & St John CE School","Bennett House","Sunningfields Road","Hendon","","NW4 4QR"
"0","Burton Bank","NW7 1QG","St Pauls Church Hall","The Ridgeway","Mill Hill","London","","NW7 1QU"
"0","Burton House","NW7 1AL","St Pauls Church Hall","The Ridgeway","Mill Hill","London","","NW7 1QU"
"0","Burtonhole Close","NW7 1AN","St Pauls Church Hall","The Ridgeway","Mill Hill","London","","NW7 1QU"
"0","Bury Farm","HA8 8QS","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"0","Bury House","N3 1LX","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"0","Byron Court","NW7 4AG","Etz Chaim Jewish Primary School","20 Daws Lane","Mill Hill","London","","NW7 4SL"
"0","Cairn-Ryan","N12 8RE","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"0","Caldicot Green","NW9 7RA","The Hyde School","Hyde Crescent/Edgware Road","The Hyde","Hendon","","NW9 7EY"
"0","Callander Lodge","HA8 8RA","Broadfields School","Roseberry Drive","Off Broadfields Avenue","Edgware","Middx","HA8 8JP"
"0","Cambrian Green","NW9 7RH","The Hyde School","Hyde Crescent/Edgware Road","The Hyde","Hendon","","NW9 7EY"
"0","Cameo","NW7 1RP","Portable Office -","Bittacy Road","London","","","NW7 1BP"
"0","Cameron Close","N20 0HU","Manor Drive Methodist Church Hall","Manor Drive","Whetstone","London","","N20 0DZ"
"0","Camerton","N20 8AS","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","Camlet Way","EN4 0NJ","Hadley Memorial Hall","29 Hadley Highstone","Barnet","Herts","","EN5 4PU"
"0","CAMM","NW9 5PA","Grahame Park Community Centre","The Concourse","Grahame Park","London","","NW9 5UY"
"0","Campana Court","EN5 4NG","Q.E. Boys School","Queens Road","Barnet","Herts","","EN5 4DQ"
"0","Campe House","N10 1AR","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"0","Campus Hall of Residence","N14 4PS","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"0","Candle Court Nursing Home","NW2 2TD","All Saints CE School","Childs Hill","Cricklewood Lane","London","","NW2 2TH"
"0","Canon Mohan Close","N14 4PW","Danegrove Primary School","Windsor Drive","East Barnet","Herts","","EN4 8UD"
"0","CANTARA LODGE","NW7 4NS","Etz Chaim Jewish Primary School","20 Daws Lane","Mill Hill","London","","NW7 4SL"
"0","Cantelowes House","EN5 2UR","St Stephens Church Hall","1 Spring Close","Bells Hill","Barnet","Herts","EN5 2UR"
"0","Cardale House","NW3 7JL","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"0","Cardrew Court","N12 9LB","15th Finchley Scout Group","104 Grove Road","North Finchley","London","","N12 9EA"
"0","Caretakers Flat Kingmaker Hous","EN5 1PH","Lyonsdown Main Hall","3 Lyonsdown Road","New Barnet","Herts","","EN5 1JB"
"0","Caretakers Flt, T.A.V.R. Centr","HA8 9BA","Barnfield School","Silkstream Road","Burnt Oak","Middlesex","","HA8 0DA"
"0","Caretakers House, Christ`s College","N2 0SE","Brookland Infants School","Hill Top","Hampstead Garden Suburb","London","","NW11 6EJ"
"0","Carinya","EN5 5NL","St Marks Church Hall","Potters Road","New Barnet","Herts","","EN5 5HY"
"0","Carisbrooke","N12 0PH","Summerside School","Crossway","North Finchley","London","","N12 0QU"
"0","Carley Court","N12 9UG","North Finchley Library","Ravensdale Avenue","North Finchley","London","","N12 9HP"
"0","Carlton","N3 1BE","St Philip the Apostle","Parish Centre","Gravel Hill","Finchley","","N3 3RJ"
"0","Carlton Court","N3 1PD","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"0","Carlton House","N2 0BA","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"0","Carlton House","NW9 6AH","West Hendon Community Centre","Marsh Drive","West Hendon","London","","NW9 7QE"
"0","Carmarthen Green","NW9 7RQ","The Hyde School","Hyde Crescent/Edgware Road","The Hyde","Hendon","","NW9 7EY"
"0","Carmel","EN5 4PJ","Chipping Barnet Library","The Hyde Room","3 Stapylton Road","Barnet","Herts","EN5 4QT"
"0","Carmel Court","NW11 9AD","St Mary & Archangel","Michael Coptic Orthodox","Church Hall","Cranbourne Gardens","London","NW11 OHU"
"0","Carmelite Friars","N2 0SE","Bishop Douglass RC High School","Hamilton Road","East Finchley","London","","N2 0SQ"
"0","Carol Lee","NW4 2LA","Bell Lane School","Bell Lane","Hendon","London","","NW4 2AS"
"0","Caroline Court","NW11 9NA","St Mary & Archangel","Michael Coptic Orthodox","Church Hall","Cranbourne Gardens","London","NW11 OHU"
"0","Carousel","EN5 3LL","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Carpe Diem","NW7 2RZ","Dollis Infants School","Pursley Road","Mill Hill","London","","NW7 2BU"
"0","Carpenter House","NW11 6PX","St Judes Church Hall","South Square","Hampstead Garden Suburb","London","","NW11 7AH"
"0","Casa Maria","NW3 7JG","Portable Office - At the Synagogue","At The Synagogue","Norrice Lea","Garden Suburb","London","N2 ORE"
"0","Casa Mia","N12 7PH","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"0","Catherine Court","EN5 5LR","St Marks Church Hall","Potters Road","New Barnet","Herts","","EN5 5HY"
"0","Cavalier House","NW7 4AQ","St Pauls Church Hall","The Ridgeway","Mill Hill","London","","NW7 1QU"
"0","Cavendish House","N10 1AS","St Peter Le Poer Church Hall","Albion Avenue","Muswell Hill","London","","N10 1AQ"
"0","Cavendish House","N12 8LR","Finchley Catholic High School","Woodside Lane","Finchley","London","","N12 8TA"
"0","Cecil Court","EN5 4NX","Chipping Barnet Library","The Hyde Room","3 Stapylton Road","Barnet","Herts","EN5 4QT"
"0","Cedar Cottage","N20 8PX","St Andrews School","The Green","Totteridge","London","","N20 8NX"
"0","Cedar Cottage","NW7 4HS","The Pavilion","Brickfield Lane","Barnet","Herts","","EN5 3LD"
"0","Cedar Court","N20 9AZ","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"0","Cedar Court","N3 1AE","Essex Hall","5 Essex Park","Finchley","London","","N3 1ND"
"0","Cedar Garth","EN5 5NU","St Marks Church Hall","Potters Road","New Barnet","Herts","","EN5 5HY"
"0","Cedars Nursing Home","EN5 1SB","Lyonsdown Main Hall","3 Lyonsdown Road","New Barnet","Herts","","EN5 1JB"
"0","Cedartree House","NW7 2RU","Dollis Infants School","Pursley Road","Mill Hill","London","","NW7 2BU"
"0","Cedarwood House","EN5 3JN","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Celandine Lodge","EN5 3JZ","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Cemetery Lodge","NW11 7NH","St Edward the Confessor","Church Hall","Hoop Lane","London","","NW11 7NH"
"0","Central Mansions","NW4 3AB","Hendon School","Green Lane entrance","Hendon","London","","NW4 2HP"
"0","Century Court","HA8 9YQ","Watling Community Association","145 Orange Hill Road","Edgware","Middlesex","","HA8 0TR"
"0","Ceres","EN4 9QA","New Bevan Baptist Church","Grove Road","Barnet","Herts","","EN4 9DF"
"0","Cessnock","NW7 3BG","Courtland School","Courtland Avenue","Mill Hill","London","","NW7 3BG"
"0","Chadbury Court","NW7 2QG","Dollis Infants School","Pursley Road","Mill Hill","London","","NW7 2BU"
"0","Chalet Bungalow","EN4 8DH","Brookside Methodist Church","Cat Hill","Barnet","Herts","","EN4 8JB"
"0","Chalet Estate","NW7 4DL","St Pauls Church Hall","The Ridgeway","Mill Hill","London","","NW7 1QU"
"0","Chalet Estate","NW7 4DN","St Pauls Church Hall","The Ridgeway","Mill Hill","London","","NW7 1QU"
"0","Chalfont Court","NW9 6DY","The Hyde United Reformed","Church Hall","Colin Close","Colindale","","NW9 6RR"
"0","Chalice Court","N2 8NU","Finchley Youth Centre","142 High Road","East Finchley","London","","N2 9ED"
"0","Chalkidons","EN5 5PR","Hadley Memorial Hall","29 Hadley Highstone","Barnet","Herts","","EN5 4PU"
"0","Challoner Lodge","N12 8RE","St Johns Church Hall","Friern Barnet Lane","Whetstone","London","","N20 OLP"
"0","Chancery House","NW7 4AQ","St Pauls Church Hall","The Ridgeway","Mill Hill","London","","NW7 1QU"
"0","Chantry Court","N2 9BG","East Finchley Library","226 High Road","Finchley","London","","N2 9BB"
"0","Charlton Lodge","NW11 7TY","St Edward the Confessor","Church Hall","Hoop Lane","London","","NW11 7NH"
"0","Charnwood","EN5 3HB","Arkley Club","64 Barnet Road","Arkley","Hertfordshire","","EN5 3EY"
"0","Charnwood","N12 7PH","Carey Room","Trinity Church Centre","15 Nether Street","Finchley","","N12 7NN"
"0","Chase Cottage","EN5 5QE","Hadley Memorial Hall","29 Hadley Highstone","Barnet","Herts","","EN5 4PU"
"0","Chase House","NW7 4HH","Courtland School","Courtland Avenue","Mill Hill","London","","NW7 3BG"
"0","Chasewood Court","NW7 3RX","Deansbrook Infant School","Hale Drive","Mill Hill","London","","NW7 3ED"
"0","Chasewood Lodge, 366","N2 8JX","The Green Man Community Centre","Strawberry Vale","Finchley","London","","N2 9BA"
"0","Chatsworth","NW7 4NS","Etz Chaim Jewish Primary School","20 Daws Lane","Mill Hill","London","","NW7 4SL"
"0","Chaucer House","EN5 2TF","St Stephens Church Hall","1 Spring Close","Bells Hill","Barnet","Herts","EN5 2UR"
"0","Chaville Court","N11 3AH","Scout and Guide Hall","Stanford Road","Friern Barnet","London","","N11 3HX"
"0","Chelwood","N20 9JA","St Mary Magdalens Parish Centre","6 Athenaeum Road","Whetstone","London","","N20 9AE"
"0","Chenies House","NW7 1RP","Portable Office -","Bittacy Road","London","","","NW7 1BP"
